FrameIndex,SSIM,PSNR,GCS
1,0.9360916464574464,26.195415721938204,0.0
2,0.9297785431857682,25.843669943992126,0.0
3,0.9389290802026533,26.12737970346444,0.0
4,0.9353683052614357,27.07886454941509,0.0
5,0.9400485641541705,27.25961338287789,0.0
6,0.9412204914787218,26.87037396048631,0.0
7,0.9501481618747557,26.73496315634651,0.0
8,0.9430659382480737,26.32651412828833,0.0
9,0.9437987195917262,26.082280296667783,0.0
10,0.9503103514785055,26.067497608761073,0.0
11,0.9424696936289498,25.886024342742164,0.0
12,0.9447066774837017,25.64664185412166,0.0
13,0.9442204924903855,25.633885773660406,0.0
14,0.9395252945623186,25.658713845576617,0.0
15,0.9387296306188984,25.557383825055446,0.0
16,0.9422509279640363,25.715280818531664,0.0
17,0.9458457428033157,26.043178132640627,0.0
18,0.9407150226690822,25.995863961822195,0.0
19,0.935062441828654,25.99840248445448,0.0
20,0.9411064866035511,26.118316357105794,0.0
21,0.9427468739812959,26.03189499016725,0.0
22,0.9426581538274249,25.955873400301677,0.0
23,0.9431059003474451,25.954902400579893,0.0
24,0.9443868201240185,25.631141223480824,0.0
25,0.9416779341180211,25.624549016625423,0.0
26,0.94449050051055,25.73377044347766,0.0
27,0.9380427843647997,25.57103445425218,0.0
28,0.9435803437717695,25.92846381726041,0.0
29,0.9377446467749667,25.5669832674915,0.0
30,0.9413078361616982,25.533868652925648,0.0
31,0.9432204243912702,25.647483093748296,0.0
32,0.9378458514585198,23.810616749284744,0.0
33,0.9365681425137069,23.66447869234897,0.0
34,0.9308640499956867,23.46331111885259,0.0
35,0.9347824502927266,25.90084978783429,0.0
36,0.9344989448960228,26.263263151008374,0.0
37,0.9408538103105831,26.40509531671942,0.0
38,0.9341347895302677,27.23505584015083,0.0
39,0.9372919167595595,27.209072706791044,0.0
40,0.940646013451459,27.202049826293184,0.0
41,0.9384601651071205,27.305167987969373,0.0
42,0.9395925774668917,27.08587060411115,0.0
43,0.9352461564997258,27.08733424994083,0.0
44,0.9365926372908473,27.106712368378886,0.0
45,0.9301122656499826,27.11479237527657,0.0
46,0.9340980117666297,27.059593962989382,0.0
47,0.9273243388673841,27.035316381975818,0.0
48,0.9300145371194896,27.142709172699778,0.0
49,0.935528530838933,24.931107833029287,0.0
50,0.9286099160726713,25.183358643050127,0.0
51,0.9235473719603147,25.923400327831047,0.0
52,0.9178935384728534,26.076631731999427,0.0
53,0.9245339901934054,24.911356921295575,0.0
54,0.9207517944619511,23.437652207200095,0.0
55,0.9302099376619891,24.24946064479385,0.0
56,0.9386980909983963,24.913944413343433,0.0
57,0.9301506341634237,24.97088214720624,0.0
58,0.9254130174868164,24.727944407028918,0.0
59,0.9321899124046279,24.393096878747436,0.0
60,0.9426944030627885,24.845012523409686,0.0
61,0.9465960116583437,25.94853885401081,0.0
62,0.9450133960538039,24.585499463472722,0.0
63,0.9372075932681954,26.35325341341909,0.0
64,0.9377915200747612,25.84866556319973,0.0
65,0.9368316199511657,25.737042696133678,0.0
66,0.9374762131037291,26.74010402257895,0.0
67,0.9457586992073378,26.726476167865513,0.0
68,0.9415116071548703,26.33570085658121,0.0
69,0.9432386394574649,26.28931107337212,0.0
70,0.947220200295836,26.360703617070165,0.0
71,0.9370679024573948,25.405548536979158,0.0
72,0.9289794756075179,24.433735759801714,0.0
73,0.9474552875615389,25.90578063811739,0.0
74,0.9495808920233607,25.420691744896573,0.0
75,0.94135259439214,25.655111432879615,0.0
76,0.9459108711361166,26.492178024113862,0.0
77,0.939121706642687,26.342188494761395,0.0
78,0.9426668407540473,26.2616085788361,0.0
79,0.9384793095843117,26.044128496908215,0.0
80,0.9370089335637086,25.823583060050588,0.0
81,0.9362523693504672,26.027511762174747,0.0
82,0.9411310578971218,26.064504520585636,0.0
83,0.9425273957283716,26.08439161324416,0.0
84,0.9397283868989201,26.067615875219225,0.0
85,0.9390539005584041,25.77580810886345,0.0
86,0.9419829886542836,25.92312249540003,0.0
87,0.9430624672071701,25.711495663142397,0.0
88,0.9422677963705451,26.06101313223206,0.0
89,0.9449555888358857,25.94112421390614,0.0
90,0.9418000502419117,26.00362082425471,0.0
91,0.9439432991162816,25.95995734824467,0.0
92,0.9431752962144174,25.977445490482104,0.0
93,0.9434488821481876,26.08934824335868,0.0
94,0.9398354713649665,26.00231595580766,0.0
95,0.945833052636457,26.109926390303944,0.0
96,0.9448181879070324,26.008852759599606,0.0
97,0.9443812725489398,26.032154936462177,0.0
98,0.944308381705918,26.0361709577858,0.0
99,0.942839318405906,26.081264500862282,0.0
100,0.9443902225819071,26.04255901191735,0.0
101,0.943956935331525,26.08248621342391,0.0
102,0.9452093845510671,26.029766141473758,0.0
103,0.9442286206569858,26.09433997541749,0.0
104,0.9403446889010189,25.949649596052314,0.0
105,0.9423409884876798,25.59118552538996,0.0
106,0.9437741279695467,25.699154746683732,0.0
107,0.9441690492278946,25.97975196208191,0.0
108,0.9472187729761096,25.302588742021573,0.0
109,0.9409711871635636,26.185486160239535,0.0
110,0.9422907740673861,25.280974917069415,0.0
111,0.9421574464546035,24.864748225904645,0.0
112,0.9391164291476258,25.184932879641714,0.0
113,0.9426933951922996,24.65251135069613,0.0
114,0.9408495223943016,24.33340845024986,0.0
115,0.9465966893354922,24.093610111852076,0.0
116,0.9417488860115865,25.0409148550432,0.0
117,0.9384419181172227,25.505499015441025,0.0
118,0.9416770422884749,25.970065185270997,0.0
119,0.9452378982313118,25.8899572635641,0.0
120,0.9464658803438913,25.788227281045508,0.0
121,0.9461383220816222,24.47493013789881,0.0
122,0.946100930940791,24.708131366322675,0.0
123,0.9467603966435773,25.221833202276258,0.0
124,0.9485816326520903,25.409739753717542,0.0
125,0.9488435587075875,25.715096155850134,0.0
126,0.9440258452764767,25.697923830493103,0.0
127,0.9459849880296197,25.558652507406773,0.0
128,0.9475894615051862,25.57311386762465,0.0
129,0.9492611544525671,25.642000947148368,0.0
130,0.9500545905465266,25.792231933191864,0.0
131,0.9478021307775472,25.661292366548153,0.0
132,0.9492722703667481,25.883486659067884,0.0
133,0.9494587436981416,25.834901085837807,0.0
134,0.9496469756907673,25.62280414083307,0.0
135,0.9496193425938658,25.424702855189246,0.0
136,0.9493413337280354,25.24283564422635,0.0
137,0.9494967592653026,25.090984687921917,0.0
138,0.9485158403106458,24.905125097238127,0.0
139,0.9503061888285987,24.752485129280316,0.0
140,0.9501735890579722,25.016360658811703,0.0
141,0.9470348683315858,24.81171813941463,0.0
142,0.9489935362506959,24.616564055001184,0.0
143,0.9471230714614857,24.655409591220774,0.0
144,0.9466729698283759,24.52942205460443,0.0
145,0.94856309178305,24.807579318225883,0.0
146,0.9508061933511543,25.292847155901185,0.0
147,0.9485871308299302,25.13372767955889,0.0
148,0.9471810973719839,25.13283042496944,0.0
149,0.9491629605645416,25.209371289546315,0.0
150,0.9475018116282682,25.208916109254996,0.0
151,0.9475195444832405,25.12747999152177,0.0
152,0.9482497185171018,25.021718035278692,0.0
153,0.9481626034970182,24.850871508301132,0.0
154,0.947436785199228,25.01387697037496,0.0
155,0.9475688236640498,25.991895552869153,0.0
156,0.9477498692325529,25.86520650978543,0.0
157,0.9485438864944973,24.891329555345173,0.0
158,0.9496529201148721,25.08205201564358,0.0
159,0.9516098299688904,25.2852554271276,0.0
160,0.9504491873537465,25.106980526855224,0.0
161,0.9513433897163156,24.927874219449446,0.0
162,0.9520864249462696,24.903569010240357,0.0
163,0.9514823999190433,24.776598657581278,0.0
164,0.9502549379585518,24.817427285978795,0.0
165,0.9510322787467285,24.939588869548285,0.0
166,0.9496868587799489,25.141873256459416,0.0
167,0.9498370031357813,24.890512742773197,0.0
168,0.9512370233059356,24.908950850801716,0.0
169,0.9475920020462638,24.521084655970128,0.0
170,0.9461878639898863,25.14591212019155,0.0
171,0.948049673202909,25.278822841055565,0.0
172,0.9489580288134783,25.356966564504564,0.0
173,0.9493828155487553,25.423495438129926,0.0
174,0.9484908058353286,25.39255706981528,0.0
175,0.9473221548411837,25.489540408555737,0.0
176,0.9478752159427288,25.41727109148765,0.0
177,0.9480166909840809,25.43333332534708,0.0
178,0.9463355321569148,25.054720408245885,0.0
179,0.9478208083238494,25.158552986252438,0.0
180,0.9487600870123728,25.54568852272285,0.0
181,0.9473263529376615,25.785256815249603,0.0
182,0.9478182316014981,25.909375865624497,0.0
183,0.9464732569680662,26.00819705100325,0.0
184,0.9486743057031508,25.831452819805637,0.0
185,0.9473608673796244,25.44688472192083,0.0
186,0.9478881230977351,25.03074479564735,0.0
187,0.9459260218359716,25.27032704647143,0.0
188,0.9466684984713251,25.516160838252784,0.0
189,0.9463754453310939,25.66060266011357,0.0
190,0.9484672831494834,25.78501586785,0.0
191,0.9443106613747952,26.284816286282204,0.0
192,0.9454016851791543,26.377308328683455,0.0
193,0.9472615408084138,25.445376881689317,0.0
194,0.9479622208195643,25.459195220587098,0.0
195,0.9487869585687693,25.771488674870902,0.0
196,0.9419007505761664,25.417766738299687,0.0
197,0.9495128990311031,25.903457953403986,0.0
198,0.9452303059073516,26.603377577856104,0.0
199,0.9502658454618164,26.85545527507065,0.0
200,0.9493268496728481,26.9783008050374,0.0
201,0.9465944304513038,27.591961300732912,0.0
202,0.9359222545609586,25.154433563080502,0.0
203,0.934559948185855,25.114300422038927,0.0
204,0.9345167386169654,24.76118440532421,0.0
205,0.9257579047889125,24.583111806022014,0.0
206,0.9345130371061153,24.106399733943654,0.0
207,0.9385502693304092,24.471395897936556,0.0
208,0.935937114121335,24.137545937477746,0.0
209,0.9417655122872614,24.277037136798988,0.0
210,0.9387763533832861,24.704057235934428,0.0
211,0.9416615829000833,25.18234218175339,0.0
212,0.9419560499997196,24.95858744748103,0.0
213,0.9423139826089916,25.26470322985448,0.0
214,0.9425437505897457,24.972306913006417,0.0
215,0.946596198053153,24.98776987499142,0.0
216,0.9515321320090967,25.791593431046408,0.0
217,0.9448868790365489,25.769081654062433,0.0
218,0.9422381518974162,25.653202904273446,0.0
219,0.939963093940802,24.298129283189965,0.0
220,0.9451418132193292,25.55416943713331,0.0
221,0.9466070513769603,26.15295364462414,0.0
222,0.943469601210151,26.002558711228726,0.0
223,0.94435704811871,25.77910757410936,0.0
224,0.9437167358474311,25.696305471994954,0.0
225,0.9416952283480319,25.75138728714608,0.0
226,0.943311345248737,25.746047236456747,0.0
227,0.9469940239404723,25.93284323926344,0.0
228,0.945135893541078,26.12261570789697,0.0
229,0.9474771325049249,25.99555389425079,0.0
230,0.9493886340485478,26.306786487529802,0.0
231,0.9471650170796956,25.883145016709676,0.0
232,0.9467376303407243,25.76527047732846,0.0
233,0.9375260538355891,25.932834050951726,0.0
234,0.9498646287480037,26.168349436477495,0.0
235,0.9426340655306155,26.496409219483304,0.0
236,0.9427130502117481,26.5897777911987,0.0
237,0.9341067811685749,26.54653078150897,0.0
238,0.932779373488677,24.953843956045155,0.0
239,0.9366426873627994,24.88694998097637,0.0
240,0.9215233763036128,23.960660948667392,0.0
241,0.9257637718598907,24.5612721575506,0.0
242,0.9165438816347278,24.281691216897805,0.0
243,0.9228333757005864,24.91008805963969,0.0
244,0.9168519782745267,25.45208117278598,0.0
245,0.9174597343979997,26.789641833274928,0.0
246,0.9158098914776694,26.741881565873193,0.0
247,0.911954008206687,26.569845274587337,0.0
248,0.9109197173338269,26.57514623923476,0.0
249,0.922638454660968,26.739914954801478,0.0
250,0.9123899072350165,26.701766572855963,0.0
